id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;license
18854411;Sunny Lisbon Getaway for one :);18618754;Victoria;Lisboa;Arroios;3.873.082;-913.389;Private room;29;3;97;19.12.2019;Jan 98;2;0;0;50530/AL.
18854471;Charming Single Room in Lisbon City Center;12953697;Carmo;Lisboa;Santo Antnio;3.872.732;-914.662;Private room;22;5;7;23.08.2019;0.18;14;0;0;45805/AL
18855069;Comfortable Double Room in Lisbon City Center;12953697;Carmo;Lisboa;Santo Antnio;3.872.741;-914.599;Private room;22;5;4;29.08.2018;0.15;14;0;0;45805/AL
18855403;Casas Do Mar Ericeira, Ribamar (R/C);131353330;Gaëlle;Mafra;Santo Isidoro;3.900.537;-941.775;Entire home/apt;75;2;20;03.08.2021;0.40;3;12;3;43461/AL
18855429;2 BR @ Estrela, Monthly Discount for September;5863476;Lisbon Dreams Holiday Homes;Lisboa;Estrela;3.871.135;-915.469;Entire home/apt;100;4;20;21.01.2019;0.39;5;304;1;40526/AL
18855497;São Bento/Estrela;;;;;;;;;;;;;;;;
"Center City Apartment""";131343919;Maria;Lisboa;Misericrdia;3.871.529;-915.427;Entire home/apt;57;4;41;04.06.2019;0.79;1;168;0;AL /40147;
18855685;Casas Do Mar Ericeira, Ribamar (DT) With balcony;131353330;Gaëlle;Mafra;Santo Isidoro;3.900.644;-941.653;Entire home/apt;64;2;13;08.08.2021;0.26;3;7;2;43467/AL
18855822;Casas Do Mar Ericeira,Ribamar (ESQ) with balcony;131353330;Gaëlle;Mafra;Santo Isidoro;3.900.565;-941.753;Entire home/apt;80;2;34;29.10.2017;0.67;3;7;4;43473/AL
18856463;Lisbon Dreams Olive Suite, Terrace-MonthlyDiscount;5863476;Lisbon Dreams Holiday Homes;Lisboa;Estrela;3.871.218;-915.477;Entire home/apt;90;3;16;28.08.2021;0.32;5;281;5;40526/AL
18869057;Casas da Avó II - Beach House - Santa Cruz;80977161;Ana;Torres Vedras;Silveira;3.913.363;-937.933;Entire home/apt;48;2;26;06.03.2021;0.50;4;347;2;51600/AL
18871287;Beautiful Single Room in Lisbon City Center;12953697;Carmo;Lisboa;Santo Antnio;3.872.571;-914.715;Private room;22;5;6;31.07.2019;0.16;14;0;0;45805/AL
18871429;Apartment in Ajuda - Belém (perfect for a couple);131484109;Carlos;Lisboa;Ajuda;3.870.319;-919.867;Entire home/apt;99;4;60;24.10.2018;Jan 21;1;268;0;48046/al
18874501;Great Single Room in Lisbon City Center;12953697;Carmo;Lisboa;Santo Antnio;3.872.692;-914.591;Private room;22;5;6;21.07.2019;0.12;14;0;0;45805/AL
18875635;Casa Du Mare - Ribeira D'Ilhas Ericeira;131519834;Ana;Mafra;Ericeira;3.898.127;-941.392;Entire home/apt;65;3;3;24.07.2017;0.06;1;0;1;45199/AL
18881563;Silver Light - Apartment II;110606738;Silver;Lisboa;Penha de Frana;3.872.952;-913.266;Entire home/apt;40;1;24;08.11.2019;0.47;3;17;0;
18884010;Modern Chiado by Upperground;101542522;Upperground;Lisboa;Misericrdia;3.871.193;-914.449;Entire home/apt;110;2;154;07.10.2019;03. Apr;11;0;41;50714/AL
18884182;Bairro Alto's Treasure;114669315;Catarina;Lisboa;Misericrdia;3.871.149;-914.383;Entire home/apt;70;2;137;30.12.2019;Feb 64;4;0;0;45902/AL
18885125;Bright Room in Ericeira Centre,  Sea View Terrace;128882347;Florence;Mafra;Ericeira;3.896.834;-941.705;Private room;29;5;64;14.07.2019;Jan 28;2;66;0;44715/AL
18887066;Elegant Apartment in Monte do Estoril;131612377;Luísa;Cascais;Alcabideche;3.871.163;-940.951;Entire home/apt;45;2;0;;;1;0;0;
18890209;Santa Cruz Villa Beach House;105919842;Bernardo;Torres Vedras;Silveira;3.913.394;-938.076;Entire home/apt;95;3;9;20.08.2019;0.18;1;53;0;
18891700;OCTOPUSSY;130927527;Dominique;Alenquer;Vila Verde dos Francos;3.916.144;-91.122;Private room;43;1;3;19.07.2020;0.07;7;333;0;1,465E+12
18895321;Estoril Beach House - Budget room;130009136;Heini;Cascais;Cascais e Estoril;3.870.637;-938.866;Shared room;28;2;11;16.09.2019;0.22;10;308;1;76822/AL
18895386;Estoril Beach House- dorm bed 3;130009136;Heini;Cascais;Cascais e Estoril;3.870.613;-938.936;Shared room;20;2;21;17.06.2018;0.42;10;179;0;76822/AL
18895447;Estoril Beach House - dorm bed 2;130009136;Heini;Cascais;Cascais e Estoril;387.066;-938.833;Shared room;20;1;15;13.08.2021;0.55;10;179;3;76822/AL
18896326;Lisbon Dreams Cellar Suite w/AC - Monthly Discount;5863476;Lisbon Dreams Holiday Homes;Lisboa;Estrela;38.712.254;-915.506;Entire home/apt;75;4;18;21.08.2021;0.42;5;326;5;40526/AL
18896585;Center of Lisbon Room and Bedroom  2x Metro;7564916;Stefan;Lisboa;Arroios;3.873.643;-913.535;Private room;20;1;8;28.09.2020;0.16;86;0;4;
18897085;SCS Apartments - Palmeira 5 A;42195490;Sérgio;Lisboa;Misericrdia;387.148;-914.826;Entire home/apt;98;1;356;19.08.2021;Jun 94;4;323;61;54905/AL
18904963;Mouraria Cosy Apartment;131747295;Krunal;Lisboa;Santa Maria Maior;387.186;-913.612;Entire home/apt;79;2;64;26.01.2020;Jan 25;1;199;0;56034/AL
18906697;Off Grid Cozy Cabin between Sintra and Ericeira;43265252;Ricardo;Sintra;So Joo das Lampas e Terrugem;38.861;-939.301;Entire home/apt;60;2;14;24.08.2019;0.37;1;362;0;
18906790;Sunny Balcony;7031990;Bruno;Lisboa;Avenidas Novas;3.874.601;-915.872;Entire home/apt;95;2;3;30.08.2019;0.06;1;364;0;
18908092;Clean&Safe. Charming Loft with Amazing View. Airy&Fresh;131772191;Santi;Lisboa;Santa Maria Maior;3.871.259;-912.903;Entire home/apt;83;2;112;11.09.2021;Feb 36;1;313;6;55753/AL
18910285;Dos Fidalgos, central real b&b, we host you home;8621456;Remi & Chrislain;Lisboa;Santo Antnio;3.872.651;-914.658;Private room;85;2;46;06.06.2021;0.92;1;352;3;60427/AL
18911136;"Discover the Beauty of Portugal with ""Jenny""";74567446;Wild Spirit Campers;Torres Vedras;Silveira;3.910.786;-934.687;Entire home/apt;77;3;6;08.09.2018;0.12;6;357;0;Exempt
18911686;Surf & Family Beach House sea view;131489686;Pedro;Mafra;Santo Isidoro;3.900.842;-941.601;Entire home/apt;120;4;18;29.07.2018;0.36;1;344;1;45607/AL
18925139;“Pura Lisboa” Apartment;131911506;Miguel;Lisboa;Alcntara;3.870.296;-917.729;Entire home/apt;44;2;144;11.12.2019;Feb 77;1;292;11;45887/AL
18925889;Amazing location:  Alfama. You will love your stay;131917563;Isabel;Lisboa;Santa Maria Maior;3.871.272;-912.613;Entire home/apt;100;3;2;24.09.2019;0.08;1;364;0;28876/AL
18926534;Casas do Pátio sem Cantigas- PÁTEO;19056499;Jose Miguel;Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;3.879.545;-939.106;Entire home/apt;66;1;15;25.08.2021;0.31;5;177;4;44972/AL
18927154;Splash of COLOUR in the ♥ of Lisbon!;61033404;Carly;Lisboa;Santo Antnio;387.199;-915.024;Entire home/apt;96;2;185;14.08.2021;Mrz 67;25;330;22;82161/AL
18928390;Lagares 2;131938473;Elisa;Lisboa;So Vicente;3.871.775;-913.201;Entire home/apt;91;3;89;01.06.2019;Jan 72;2;365;0;43025/AL
18936994;Stars of Lisbon - Central located - WIFI;129519141;Renato;Lisboa;Arroios;3.872.177;-913.376;Entire home/apt;40;2;84;14.10.2019;Jan 81;1;227;0;45516/AL
18938524;Cosmopolitan Chiado Apartment by LovelyStay;67330213;João;Lisboa;Misericrdia;3.871.206;-914.559;Entire home/apt;53;2;42;27.08.2021;0.82;1;255;10;39653/AL
18938791;Olivais Cozy Flat;3953109;Feels Like Home;Lisboa;Olivais;3.876.936;-910.572;Entire home/apt;71;2;25;21.03.2019;0.58;275;324;3;40617/AL
18941178;Modern New Studio in City Center. Blue Chiado;3519021;Marta E Rui;Lisboa;Santa Maria Maior;3.871.191;-91.423;Entire home/apt;89;1;114;24.02.2020;Feb 21;7;145;6;47021/AL
18941763;Very Central Balcony Apartment 45 by Lisbonne Collection;34827624;Lisbonne;Lisboa;Arroios;3.872.091;-913.582;Entire home/apt;122;1;40;17.03.2019;0.76;38;258;0;50556/AL
18942251;Cleaning rules of A house near the sea - I;85487624;Eduarda;Cascais;Cascais e Estoril;3.869.848;-937.847;Entire home/apt;50;3;29;10.05.2021;0.60;2;73;11;73666/AL
18942362;Sunshine Lisbon Suite Picoas 5;125039860;Mario;Lisboa;Arroios;3.872.683;-914.285;Private room;75;2;1;19.03.2018;0.02;5;177;0;
18944784;Alfama Sunny & Typical Apartment, By TimeCooler;74171605;Rui & Elsa;Lisboa;So Vicente;3.871.367;-91.278;Entire home/apt;78;2;239;28.05.2021;Apr 56;20;325;38;79932/AL
18945733;Blue and green in Historic Lisbon;5588401;Ana & Mariana;Lisboa;Santa Maria Maior;3.871.675;-913.304;Entire home/apt;60;3;154;12.03.2020;Feb 97;18;308;5;49336/AL
18946208;Luxury Apartment in Lapa;126410788;Joshua & Joana;Lisboa;Estrela;3.870.612;-915.776;Entire home/apt;87;2;99;05.07.2021;Jan 98;2;320;13;40450/AL
18950285;MODERN APARTMENT WITH VIEW - ALFAMA;132126528;Joana;Lisboa;Santa Maria Maior;387.126;-913.036;Entire home/apt;70;2;203;24.11.2019;Mrz 94;2;73;0;53113/AL
18952673;NEW! Estoril chic ocean apartment;132147413;Bety;Cascais;Cascais e Estoril;3.870.473;-939.576;Entire home/apt;137;2;53;30.09.2019;01. Mrz;1;346;6;
18953347;Sintra Golf & Pool apartment;132152698;Ka;Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;3.876.231;-936.991;Entire home/apt;120;2;19;12.03.2019;0.38;1;365;0;
18955620;Design Meets Classic Elegance in a 19th Century Apartment;132173101;Rodrigo;Lisboa;Santo Antnio;3.872.114;-915.201;Entire home/apt;93;2;180;30.08.2021;Mrz 63;3;255;21;46498/AL
18961489;Gaivotas do Tejo amazing view-1 bedroom apartment;132228120;Frederico;Lisboa;So Vicente;3.871.875;-912.777;Entire home/apt;500;4;123;14.03.2020;Feb 41;1;309;2;43802/AL
18966504;Sta Clara's house: Perfect for 2. Private entrance;1657560;Hervé & Manuela;Lisboa;So Vicente;38.716.915;-9.125.975;Entire home/apt;69;3;70;13.07.2019;Jan 39;7;215;0;47119/AL
18967036;CASA COM ARTES em S. João das Lampas, Sintra;132277471;Mónica Maria;Sintra;So Joo das Lampas e Terrugem;388.722;-939.886;Entire home/apt;48;2;68;19.09.2019;Jan 32;1;261;10;BDE-318549
18972979;Campolide-cozy& full of Natural light near center;132331956;Casa 4;Lisboa;Campolide;3.872.967;-916.163;Entire home/apt;35;1;75;01.12.2019;Jan 48;1;0;1;
18973968;Chalet Almoçageme;61050755;José;Sintra;Colares;3.879.522;-946.976;Entire home/apt;99;3;97;18.10.2019;Jan 92;2;258;0;50529/AL
18975423;Casa da Travessa II - Graça historic center city;93835678;Sara & Paulo;Lisboa;So Vicente;3.871.759;-912.869;Entire home/apt;76;3;95;18.07.2021;Jan 86;2;36;7;47028/AL
18975826;On Beach Time - Carcavelos;6115867;Carlos;Cascais;Carcavelos e Parede;3.868.848;-933.644;Entire home/apt;51;2;147;02.09.2021;Feb 86;1;211;35;46469/AL
18975832;Lisbon Skyline Terrace;132323976;José Carlos;Lisboa;Arroios;3.872.116;-913.758;Entire home/apt;65;2;162;07.01.2021;Mrz 19;4;30;26;50199/AL
18976085;Azoia Wind Mill;688914;Luis;Sintra;Colares;3.877.091;-947.988;Entire home/apt;227;4;6;21.07.2021;0.29;36;153;3;11130/AL
18976088;LxRoller Marques Design Apartment;17733765;Maria;Lisboa;Santo Antnio;3.872.602;-914.698;Entire home/apt;85;6;18;26.01.2020;0.35;21;293;0;45334/AL
18976468;Central Lisbon Patio;132323976;José Carlos;Lisboa;Arroios;3.872.175;-913.693;Entire home/apt;55;2;94;23.08.2021;Jan 87;4;249;14;50216/AL
18976657;Lisbon City Balcony;132323976;José Carlos;Lisboa;Arroios;3.872.115;-913.761;Entire home/apt;59;2;116;15.11.2020;Feb 30;4;354;18;50245/AL
18981303;Villa Salsa;17070749;Allure Villas;Mafra;Encarnao;3.902.056;-942.308;Entire home/apt;301;3;2;06.10.2019;0.07;1;258;0;46573
18986379;Guesthouse Lisbon City Center FS2-Room1;132445815;Cândida;Lisboa;Arroios;3.873.305;-913.296;Private room;35;4;69;11.03.2019;Jan 35;21;11;0;45852/AL
18987698;SAFE AND CLEAN Apartamento luminoso ao Intendente;1373866;Marisa;Lisboa;Arroios;3.872.104;-9.137;Entire home/apt;80;2;95;30.12.2019;Jan 86;1;0;1;53479/AL
18991456;Gulbenkian Apt with lovely Garden;28621314;Maria;Lisboa;Avenidas Novas;3.873.369;-915.232;Entire home/apt;100;3;9;13.06.2019;0.19;5;239;0;3603/AL
18991918;Bairro Alto Suites;132474564;Bairro Alto Suites;Lisboa;Misericrdia;387.151;-914.533;Private room;88;1;1419;30.08.2021;28.49;1;165;529;33371/AL
18992840;Trendy and Light Apartment;132482793;Sara & Joana;Lisboa;Misericrdia;3.870.831;-91.488;Entire home/apt;108;2;96;09.11.2019;Jan 89;1;260;7;22278/AL
18997328;Clean and comfy;25080169;Evanice;Loures;Moscavide e Portela;3.877.618;-910.132;Private room;25;1;413;26.08.2021;08. Mai;3;334;69;Exempt
18997329;1. Pepe's Room with Private Bathroom;29487394;Carla;Sintra;Casal de Cambra;3.879.765;-922.338;Private room;35;3;53;14.10.2018;01. Feb;5;173;0;72495/AL
18997601;New Renewed apart  silent  in the central Lisbon.;98781521;Joana;Lisboa;Santa Maria Maior;3.871.188;-913.749;Entire home/apt;150;2;131;30.12.2019;Feb 52;4;186;0;52138/AL
18997891;Guesthouse Lisbon City Center FS2-Room3;132445815;Cândida;Lisboa;Arroios;3.873.192;-913.226;Private room;25;4;23;09.09.2019;0.45;21;8;0;45852/AL
18997896;New Studio in the iconic 8-bit building;19063709;Ines;Lisboa;Avenidas Novas;3.873.517;-91.435;Entire home/apt;55;2;76;22.03.2020;Jan 47;2;353;7;47914/AL
19005378;Modern New Studio in City Center- Yellow Chiado;3519021;Marta E Rui;Lisboa;Santa Maria Maior;3.871.139;-914.226;Entire home/apt;89;1;191;23.08.2021;Mrz 68;7;153;14;47021/AL
19005398;Holiday House in Portugal - Casa da Murteira;129220285;Maria;Torres Vedras;Dois Portos e Runa;3.904.491;-916.832;Entire home/apt;100;2;36;03.03.2019;0.70;1;355;6;1295/2488
19005575;Alfama Right Point, Studio Santo Estevão;46936131;Irina;Lisboa;So Vicente;3.871.466;-912.561;Entire home/apt;62;2;3;03.09.2019;0.11;8;356;0;40150/AL
19006723;Modern New Studio in City Center - Green Chiado;3519021;Marta E Rui;Lisboa;Santa Maria Maior;3.871.139;-914.226;Entire home/apt;89;1;97;16.02.2020;02. Mrz;7;151;4;47021/AL
19007529;VERY SPACIOUS ROOM NEXT TO METRO SAO SEBASTIAO;7564916;Stefan;Lisboa;Avenidas Novas;3.873.515;-915.084;Private room;12;2;9;14.06.2021;0.18;86;0;2;
19007868;Ericeira Beach S. Lourenço;3953109;Feels Like Home;Mafra;Ericeira;3.895.986;-941.584;Entire home/apt;123;2;53;13.07.2020;Jan 34;275;296;12;52453/AL
19008033;Modern Design Studio in City Center- Urban Chic;3519021;Marta E Rui;Lisboa;Santa Maria Maior;3.871.139;-914.226;Entire home/apt;89;1;147;20.07.2021;Feb 84;7;307;9;47021/AL
19009167;RENT4REST BAIRRO ALTO CHARMING 1 BEDROOM APARTMENT;129616007;Filipa;Lisboa;Misericrdia;3.871.442;-914.623;Entire home/apt;64;4;14;12.03.2020;0.43;9;276;2;24098/AL
19009168;RENT4REST ESTORIL BEACHFRONT  APARTMENTS - 1 BDR;129616007;Filipa;Cascais;Cascais e Estoril;38.704;-939.723;Entire home/apt;86;5;5;29.06.2019;0.82;9;287;2;23109/AL
19009188;RENT4REST ESTORIL BEACHFRONT STUDIO APARTMENT;129616007;Filipa;Cascais;Cascais e Estoril;3.870.395;-939.723;Entire home/apt;86;1;20;29.05.2021;0.69;9;333;5;53530/AL
19009264;RENT4REST LISBON FAMILY & FRIENDS APARTMENT IN ROMA AVENUE;129616007;Filipa;Lisboa;Areeiro;387.422;-913.792;Entire home/apt;91;4;14;27.01.2020;0.34;9;9;1;3755/AL
19009265;RENT4REST ESTORIL BEACHFRONT BALCONY STUDIO;129616007;Filipa;Cascais;Cascais e Estoril;3.870.397;-939.726;Entire home/apt;91;1;14;02.03.2020;0.37;9;271;6;53533/AL
19009266;RENT4REST LISBON EXPO APARTMENT 17FLOOR RIVER VIEW;129616007;Filipa;Lisboa;Parque das Naes;3.876.848;-909.633;Entire home/apt;117;4;21;05.09.2020;0.47;9;305;9;3746/AL
19009616;Super Charming Flat in Alfama with A/C and Amazing Views.;1312785;Juan;Lisboa;Santa Maria Maior;3.871.074;-913.053;Entire home/apt;71;3;41;11.07.2021;0.79;15;275;6;46867/AL
19012226;Garden Quiet and Cool Apartment 27 by Lisbonne Collection;34827624;Lisbonne;Lisboa;So Vicente;3.871.922;-912.321;Entire home/apt;83;1;52;20.10.2019;01. Mrz;38;351;0;
19016978;Casa das Andorinhas;22799128;Sofia;Mafra;Enxara do Bispo, Gradil e Vila Franca do Rosrio;389.738;-925.466;Entire home/apt;55;1;30;03.09.2019;0.59;2;0;0;
19017487;Guesthouse Lisbon City Center FS2-Room4;132445815;Cândida;Lisboa;Arroios;3.873.165;-913.315;Private room;25;4;38;18.08.2019;Jan 30;21;5;1;45852/AL
19017928;Guesthouse Lisbon City Center FS2-Room6;132445815;Cândida;Lisboa;Arroios;3.873.163;-913.303;Private room;24;4;28;24.04.2019;0.58;21;11;0;45852/AL
19018062;Guesthouse Lisbon City Center FS2-Room7;132445815;Cândida;Lisboa;Arroios;3.873.333;-913.274;Private room;25;4;34;28.05.2019;0.91;21;6;0;45852/AL
19018151;Guesthouse Lisbon City Center FS2-Room8;132445815;Cândida;Lisboa;Arroios;3.873.325;-913.417;Private room;25;4;22;29.09.2018;0.43;21;1;0;45852/AL
19018247;Guesthouse Lisbon City Center FS2-Room9;132445815;Cândida;Lisboa;Arroios;3.873.156;-913.415;Private room;25;4;48;25.06.2019;0.95;21;1;0;45852/AL
19018391;Downtown Luxury Duplex | AC | Elevator | Wi-Fi;132700569;Maria;Lisboa;Santa Maria Maior;3.871.446;-913.754;Entire home/apt;140;1;56;01.09.2021;Jan 16;1;307;8;50600/AL
19023803;Just Estoril;132749473;Cristina;Cascais;Cascais e Estoril;3.871.233;-939.723;Entire home/apt;100;3;7;15.07.2017;0.15;1;0;0;45878/AL
19026918;Cozy Apartment;42830732;Ricardo;Lisboa;Avenidas Novas;3.874.215;-915.596;Entire home/apt;40;1;7;19.07.2019;0.14;1;167;0;12345/RM
19028055;relax and still near the beach ?come to my place;132780196;Sara Maria;Cascais;Carcavelos e Parede;3.868.887;-933.495;Private room;30;3;36;04.08.2017;0.72;2;0;0;
19028359;beach ,no stress and 15 min from LISBON;132780196;Sara Maria;Cascais;So Domingos de Rana;3.871.216;-935.112;Private room;30;3;1;28.09.2019;0.04;2;364;0;
19028765;Ana's Guesthouse - Beautiful View to the Palace;22167906;Rui & Ana;Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;3.880.043;-937.769;Entire home/apt;53;2;90;19.10.2019;02. Aug;1;296;10;58260/AL
19030396;Casa da Teresa;129116371;Fernando;Lourinh;Reguengo Grande;3.929.441;-921.485;Entire home/apt;35;3;25;09.07.2018;0.49;2;134;1;
19030687;Ocean Villa Ericeira;247406621;Portugal Villas;Mafra;Ericeira;3.896.047;-941.022;Entire home/apt;108;5;41;28.08.2021;0.81;2;155;6;47339/AL
19031299;Room with Balcony - 15min from Airport by car;36038119;Ana Paula;Odivelas;Pvoa de Santo Adrio e Olival de Basto;3.880.358;-916.071;Private room;19;1;97;07.06.2021;Jan 86;4;46;46;55515/AL
19032856;★ Saldanha Prestige ★ City Center High-Class Room1;17638903;Maria De Jesus;Lisboa;Avenidas Novas;3.873.363;-914.671;Hotel room;46;1;8;30.09.2018;8;47;347;1;46808/AL
19033336;Modern Apartment in Scala Luxurious Condominium;113233778;Diogo;Cascais;Cascais e Estoril;3.869.626;-943.259;Entire home/apt;90;3;21;01.07.2021;0.43;5;0;1;
19033811;Quarto Privado - 15min do Aeroporto de Lisboa;36038119;Ana Paula;Odivelas;Pvoa de Santo Adrio e Olival de Basto;3.880.265;-916.031;Private room;17;1;73;18.07.2021;Jan 41;4;33;29;55515/AL
19034414;Terraço da Eira;69690941;Silvina;Sintra;So Joo das Lampas e Terrugem;3.884.755;-937.701;Entire home/apt;60;1;164;15.10.2019;Mrz 19;3;0;6;43893/AL
19035086;Hortenses Villa-Historical center, garden&parking;14721657;Catarina;Cascais;Cascais e Estoril;3.869.529;-941.935;Entire home/apt;160;3;2;29.09.2018;0.04;1;360;0;pedido 47179/2017  processo 336065
19036597;OLS_LxViews | Centrality and Quietness;76445542;Daniel;Lisboa;Santa Maria Maior;387.171;-913.342;Entire home/apt;50;4;125;23.08.2021;Feb 44;4;159;8;47328/AL
19038369;Mint house;119091001;Rita;Lisboa;Arroios;3.872.718;-913.347;Entire home/apt;65;3;26;26.03.2018;0.62;1;204;0;62720/AL
19044013;> Street View Available ==> Take the Virtual Tour & Discover;23057236;Nicolas & Maria Carlos;Lisboa;Santa Maria Maior;3.871.695;-91.333;Entire home/apt;80;3;55;08.09.2021;Jan 33;3;69;6;51741/AL
19045048;Over 100 stairs up !;69790074;Zeljko;Lisboa;Arroios;3.872.414;-913.236;Entire home/apt;83;2;43;30.06.2019;0.87;2;53;0;47476/AL
19046011;★ Saldanha Prestige ★ City Center Stylish Room 2;17638903;Maria De Jesus;Lisboa;Avenidas Novas;3.873.354;-914.598;Hotel room;46;1;7;23.07.2021;0.14;47;351;1;46808/AL
19046390;★ Saldanha Prestige ★ City Center Exclusive Room 3;17638903;Maria De Jesus;Lisboa;Arroios;3.873.197;-914.574;Hotel room;46;1;13;30.09.2018;0.27;47;351;4;46808/AL
19046692;★Saldanha Prestige★ City Center Chic&Classy Room4;17638903;Maria De Jesus;Lisboa;Avenidas Novas;3.873.391;-914.712;Hotel room;46;1;5;19.08.2021;0.10;47;335;1;46808/AL
19047511;Quiet Beach Place near Casino Estoril/Cascais;121204066;Manuel;Cascais;Cascais e Estoril;3.870.613;-938.963;Entire home/apt;89;3;79;24.06.2019;Jan 60;2;246;5;63249/AL
19048192;★Saldanha Prestige★ Lisboa City Center Room 5;17638903;Maria De Jesus;Lisboa;Avenidas Novas;3.873.232;-914.602;Hotel room;43;1;6;10.07.2021;0.12;47;340;1;46808/AL
19048218;SMALL PRIVATE ENSUITE in the CITY CENTER  2x Metro;7564916;Stefan;Lisboa;Arroios;3.873.674;-913.587;Private room;17;1;7;27.08.2020;0.14;86;0;0;
19048541;★Saldanha Prestige★ City Center Chic&Classy Room 6;17638903;Maria De Jesus;Lisboa;Avenidas Novas;3.873.336;-914.729;Private room;43;1;11;06.07.2021;0.37;47;356;4;46808/AL
19049010;★Saldanha Prestige★ City Center Room 7;17638903;Maria De Jesus;Lisboa;Arroios;3.873.169;-914.527;Hotel room;43;1;7;20.04.2019;0.14;47;333;0;46808/AL
19049337;★Saldanha Prestige★ CityCenter Studio with WC8;17638903;Maria De Jesus;Lisboa;Avenidas Novas;3.873.236;-914.605;Hotel room;63;1;5;03.06.2018;0.13;47;355;1;46808/AL
19049344;★Saldanha Prestige★ City Center Room with WC9;17638903;Maria De Jesus;Lisboa;Avenidas Novas;3.873.254;-914.676;Hotel room;55;1;7;10.07.2021;0.14;47;203;1;46808/AL
19049500;My Lx Flat Lighting and Stylish Apartment in Lisbon;17125483;Patrícia;Lisboa;Santa Maria Maior;3.871.121;-913.573;Entire home/apt;113;2;223;31.08.2021;Apr 53;27;364;37;46138/AL
19051322;Casa acolhedora 2;132979089;Maria Conceição;Lisboa;Penha de Frana;387.311;-912.842;Private room;15;2;149;26.12.2019;Feb 88;2;73;9;66047/AL
19051336;6 min. Airport, 7 min. Parque Nações, AC & WIFI;132979764;Miriam;Loures;Sacavm e Prior Velho;387.996;-911.232;Entire home/apt;30;3;28;15.09.2021;0.56;1;189;13;48163-AL
19060440;Flat in Lisbon’s heart next Avenida Liberdade;12403267;Ingrid;Lisboa;Santo Antnio;3.871.656;-914.534;Entire home/apt;45;1;43;31.08.2021;0.95;2;23;24;
19061391;Baixa Modern Apartment;3953109;Feels Like Home;Lisboa;Santa Maria Maior;3.871.286;-91.365;Entire home/apt;125;2;5;16.11.2017;0.10;275;258;2;48005/AL
19063051;Baron's House @ Lisbon;132074705;Rita;Lisboa;Arroios;3.872.488;-91.336;Entire home/apt;79;4;139;26.06.2021;Feb 71;1;339;7;46421/AL
19067635;Apartments Center Alfama RC;46064752;Luis;Lisboa;Santa Maria Maior;3.870.972;-913.038;Hotel room;76;2;11;11.06.2017;0.21;19;329;0;47248/AL
19068194;Apartments Center Alfama 1D;46064752;Luis;Lisboa;Santa Maria Maior;3.870.976;-913.033;Hotel room;86;2;9;23.09.2017;0.17;19;200;0;47229/AL
19068389;Apartments Center Alfama 2E;46064752;Luis;Lisboa;Santa Maria Maior;3.870.972;-913.038;Entire home/apt;104;2;16;18.11.2019;0.31;19;313;0;47250/AL
19081519;Discover Lisbon from a Trendy Apartment with a Balcony;132173101;Rodrigo;Lisboa;Santo Antnio;387.218;-915.003;Entire home/apt;88;2;132;15.03.2020;Feb 67;3;199;6;46498/AL
19081681;Estoril Beach Sun7;133243133;Ana;Cascais;Cascais e Estoril;3.871.225;-939.541;Entire home/apt;47;4;55;23.08.2021;Jan 29;1;342;7;
19081921;Explore from a Charming Apartment on a Tree Lined Street;132173101;Rodrigo;Lisboa;Santo Antnio;3.872.142;-915.146;Entire home/apt;89;2;176;03.06.2021;Mrz 71;3;245;19;46498/AL
19082913;Comfort in Old Lisbon;133255748;Miguel;Lisboa;So Vicente;387.184;-913.376;Entire home/apt;66;3;107;06.10.2019;02. Jul;1;356;8;45666/AL
19083397;Glamorous Pantheon & River View Apt;133259740;Ana;Lisboa;So Vicente;3.871.495;-912.467;Entire home/apt;130;4;74;20.10.2019;Jan 47;1;59;0;44329/AL
19088937;Vintage House (Near Lisbon, Sintra and Cascais);61143644;Cristina;Sintra;Queluz e Belas;3.875.845;-925.088;Entire home/apt;44;2;50;01.03.2018;0.98;1;0;0;308511
19094648;Blue House, Maxial;133371923;Cristina;Torres Vedras;Maxial e Monte Redondo;3.913.954;-917.601;Entire home/apt;100;2;22;14.07.2020;0.43;1;31;3;45845/AL
19096568;Comfort in the center of Lisbon;133395712;Miguel;Lisboa;Santa Maria Maior;3.871.059;-913.716;Entire home/apt;172;3;141;18.08.2021;Feb 83;1;318;26;45658/AL
19096881;Coquet appartement Campo de ourique/Estrela;69923710;Laurence;Lisboa;Campo de Ourique;387.175;-915.919;Entire home/apt;57;2;96;17.03.2020;Jan 86;1;165;0;68610/AL
19097989;CASCAIS  ROOFTOP;70803275;Nuno;Cascais;Cascais e Estoril;3.871.127;-942.436;Entire home/apt;80;3;32;24.08.2019;0.63;1;319;0;
19098009;Ocean view, in a cool 3dr apart w/ pool in Cascais;54558092;Rodrigo;Cascais;Cascais e Estoril;3.869.807;-944.375;Entire home/apt;206;3;14;06.08.2017;0.28;1;0;0;76168/AL
